Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,No,2,Graduate,No,7513,5586,172,360,0.0,Semiurban,N
Female,Yes,0,Graduate,No,1803,0,190,360,1.0,Rural,Y
Female,Yes,2,Graduate,No,3196,0,80,360,1.0,Rural,Y
Female,Yes,2,Graduate,Yes,4366,1889,356,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,2666,4616,99,360,1.0,Urban,Y
Female,Yes,2,Not Graduate,Yes,3774,0,378,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1887,0,137,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,4934,5943,121,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,5803,2483,76,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,Yes,2433,912,167,120,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,19114,1190,574,360,1.0,Urban,Y
Male,No,0,Not Graduate,Yes,5138,865,190,480,0.0,Urban,N
Female,Yes,0,Graduate,No,2774,13659,174,480,1.0,Rural,Y
Male,Yes,0,Graduate,No,1570,0,99,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,5125,2117,211,360,1.0,Urban,Y
Male,Yes,3+,Not Graduate,No,4095,0,163,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,8502,536,142,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,4445,5412,199,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,2131,0,49,360,1.0,Semiurban,Y
Male,No,1,Not Graduate,No,15827,0,139,120,1.0,Semiurban,Y
Female,No,0,Graduate,No,6667,0,72,360,1.0,Semiurban,Y
Male,No,0,Graduate,Yes,4113,5103,151,360,0.0,Semiurban,N
Female,No,2,Graduate,No,5515,0,96,300,1.0,Urban,Y
Female,No,0,Not Graduate,No,6848,558,100,180,0.0,Rural,N
Male,Yes,1,Graduate,Yes,1807,1348,66,360,1.0,Rural,Y
Female,Yes,2,Not Graduate,No,5488,237,289,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,3586,3297,98,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,7010,2472,102,360,1.0,Rural,Y
Male,No,1,Not Graduate,No,2927,671,371,360,1.0,Urban,N
Female,Yes,1,Not Graduate,No,3218,0,208,300,1.0,Urban,Y
Male,Yes,0,Graduate,No,15740,0,43,180,1.0,Rural,Y
Male,Yes,0,Graduate,No,11633,220,340,300,1.0,Urban,Y
Male,Yes,2,Graduate,No,489,505,398,360,1.0,Urban,Y
Female,No,2,Graduate,No,11045,0,377,120,1.0,Urban,Y
Female,No,0,Graduate,No,4667,1851,221,180,0.0,Rural,N
Male,Yes,0,Graduate,No,2993,0,76,240,1.0,Urban,Y
Male,No,0,Graduate,No,2428,4399,144,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2529,2913,62,360,1.0,Rural,Y
Female,No,1,Graduate,No,3053,3628,88,300,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2232,450,76,180,1.0,Urban,Y
Female,Yes,0,Graduate,No,1904,2089,101,480,1.0,Rural,Y
Male,Yes,2,Graduate,No,2372,1329,163,360,1.0,Urban,Y
Male,No,0,Graduate,No,6163,7801,113,360,1.0,Rural,Y
Male,No,2,Graduate,No,5090,2152,110,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,7252,0,124,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,4691,0,364,360,1.0,Rural,Y
Male,No,2,Graduate,No,1969,0,543,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,6947,795,113,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2432,0,181,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,7728,0,89,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,2172,0,235,360,1.0,Semiurban,Y
Male,No,3+,Not Graduate,No,3037,2215,111,360,1.0,Rural,Y
Male,No,1,Graduate,No,3816,3739,96,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,7880,1104,493,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,5559,0,65,360,1.0,Urban,Y
Male,No,0,Graduate,No,4984,6656,34,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,18397,1260,230,360,0.0,Semiurban,Y
Male,No,2,Graduate,No,1358,2028,119,480,1.0,Urban,Y
Male,Yes,1,Not Graduate,No,2375,462,100,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,2305,840,764,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,1423,1294,230,360,0.0,Urban,N
Male,No,1,Graduate,No,2970,625,143,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,Yes,7954,6781,97,360,1.0,Semiurban,Y
Male,No,2,Not Graduate,No,3248,0,193,360,1.0,Urban,N
Female,Yes,3+,Graduate,No,3892,0,52,360,1.0,Rural,Y
Female,Yes,0,Not Graduate,No,1471,2179,108,360,1.0,Semiurban,Y
Male,No,1,Not Graduate,Yes,2814,1864,145,180,0.0,Rural,N
Female,No,0,Graduate,No,3557,7991,168,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,7705,188,136,180,1.0,Rural,Y
Male,Yes,2,Graduate,No,1521,1485,97,360,0.0,Semiurban,Y
Female,Yes,0,Graduate,No,3574,0,257,360,1.0,Rural,Y
Female,Yes,3+,Not Graduate,No,10517,0,55,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,3599,547,125,120,1.0,Semiurban,Y
Male,No,2,Graduate,No,1117,1839,108,360,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,12033,875,272,180,1.0,Urban,Y
Male,No,0,Graduate,No,8220,4432,112,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,9032,1459,192,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1450,1306,181,360,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,14167,1312,49,120,1.0,Urban,Y
Male,Yes,1,Graduate,No,2860,1638,142,120,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,3440,0,52,360,1.0,Rural,Y
Male,No,0,Graduate,Yes,3005,771,183,240,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,9536,4861,95,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,4333,968,302,360,0.0,Semiurban,N
Female,Yes,2,Graduate,Yes,6885,1232,133,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,5182,2777,93,360,1.0,Urban,Y
Female,Yes,1,Not Graduate,No,4598,2486,304,300,1.0,Semiurban,Y
Female,No,0,Graduate,No,2533,0,87,360,1.0,Urban,Y
Female,Yes,3+,Graduate,No,17474,3846,253,360,0.0,Rural,N
Male,No,3+,Not Graduate,No,1764,0,196,300,0.0,Urban,N
Male,No,2,Graduate,No,6558,2160,119,360,0.0,Urban,Y
Male,Yes,3+,Not Graduate,No,6397,1174,66,300,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,11026,1203,312,360,1.0,Rural,Y
Male,Yes,2,Graduate,Yes,12986,1477,200,360,1.0,Rural,Y
Male,No,1,Graduate,No,4464,0,93,240,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,7124,0,171,180,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,16905,4412,271,240,1.0,Urban,Y
Male,Yes,0,Graduate,No,4695,4343,158,240,1.0,Rural,Y
Male,Yes,1,Graduate,No,2329,0,171,360,1.0,Urban,Y
Female,No,0,Graduate,No,3755,0,275,360,0.0,Rural,N
Female,Yes,0,Graduate,No,1971,12159,373,180,1.0,Rural,Y
Female,Yes,1,Graduate,Yes,6375,0,138,240,1.0,Rural,Y
Female,No,0,Graduate,No,10353,0,66,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,4515,188,67,360,1.0,Urban,Y
Female,No,3+,Graduate,Yes,1580,513,98,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,10048,1980,84,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,1417,660,54,360,1.0,Urban,Y
Male,Yes,1,Graduate,Yes,1665,13893,449,180,0.0,Urban,N
Male,No,1,Graduate,No,4337,3287,203,300,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,5862,0,108,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,6604,0,145,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,4692,0,50,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,16848,0,297,300,0.0,Semiurban,N
Male,No,2,Graduate,No,5144,2331,46,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,10140,955,201,360,1.0,Rural,Y
Male,No,0,Graduate,No,8525,3537,49,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,1988,3682,115,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,4364,1817,312,240,1.0,Urban,Y
Male,Yes,0,Graduate,No,21727,291,55,180,1.0,Urban,Y
Male,Yes,0,Graduate,No,3452,0,135,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,3064,1461,216,360,1.0,Urban,Y
Male,No,2,Graduate,No,5538,27153,196,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,3540,0,154,360,1.0,Rural,Y
Female,No,3+,Graduate,No,2819,0,199,360,1.0,Semiurban,Y
Female,No,0,Graduate,Yes,3504,0,102,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,13391,240,473,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,4466,0,56,360,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,1939,23551,298,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,1705,223,166,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,23034,1356,214,480,1.0,Semiurban,Y
Male,No,2,Graduate,No,4203,1627,239,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,6662,4338,207,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,Yes,2864,14853,91,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,Yes,6152,2651,124,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,13650,15394,62,360,1.0,Urban,Y
Female,No,0,Not Graduate,No,3113,2144,124,480,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,6775,2839,180,360,1.0,Urban,Y
Male,No,1,Not Graduate,No,1837,0,213,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,20251,6126,187,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,5931,0,51,480,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,3681,0,105,180,0.0,Rural,N
Male,Yes,0,Graduate,No,3989,0,99,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,3439,0,67,360,0.0,Urban,N
Male,No,3+,Graduate,No,3564,956,89,360,1.0,Urban,Y
Male,No,2,Graduate,No,886,1974,148,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,4589,1318,346,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,4456,0,83,240,1.0,Semiurban,Y
Female,Yes,3+,Graduate,Yes,6919,750,75,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,3407,0,103,360,1.0,Urban,Y
Female,Yes,0,Graduate,Yes,2864,465,181,120,1.0,Semiurban,Y
Female,No,1,Graduate,No,4888,4886,309,360,0.0,Semiurban,N
Male,Yes,2,Graduate,No,1589,0,140,240,0.0,Semiurban,Y
Female,Yes,0,Graduate,No,5433,2691,62,360,1.0,Semiurban,Y
Male,No,3+,Graduate,No,1335,1346,70,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,10770,4122,166,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,7934,1435,269,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,2570,28691,441,240,0.0,Urban,N
Female,Yes,0,Graduate,No,7807,12065,73,240,1.0,Urban,Y
Male,Yes,2,Graduate,No,5313,1319,161,300,1.0,Urban,Y
Male,No,3+,Graduate,No,2425,1150,80,180,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,1192,41453,86,300,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,6133,0,82,360,0.0,Urban,Y
Male,No,2,Graduate,No,2818,1711,121,360,1.0,Urban,Y
Male,Yes,1,Graduate,Yes,10577,1849,87,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,4963,1803,656,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3011,317,112,360,0.0,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,17300,2970,268,240,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,7357,0,99,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,380,7600,566,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,3496,421,181,360,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,1865,1918,245,360,1.0,Rural,Y
Female,Yes,2,Graduate,No,2807,197,104,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,4441,209,266,360,0.0,Urban,N
Male,No,0,Graduate,No,6297,781,181,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,5901,0,118,180,1.0,Rural,Y
Female,Yes,1,Graduate,No,10451,0,77,360,0.0,Urban,Y
Male,Yes,0,Not Graduate,No,7674,0,128,480,1.0,Urban,Y
Male,Yes,1,Graduate,No,7349,0,122,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,Yes,5659,1236,249,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,12097,3314,129,240,0.0,Semiurban,Y
Male,Yes,0,Graduate,No,3938,0,46,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,4010,817,218,240,1.0,Urban,Y
Male,Yes,2,Graduate,No,1294,292,322,180,1.0,Semiurban,Y
Male,No,3+,Graduate,Yes,10293,0,54,360,0.0,Urban,Y
Male,No,0,Not Graduate,No,4657,2349,438,360,1.0,Urban,N
Male,Yes,1,Graduate,No,38312,3933,343,480,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,3700,0,101,240,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,5229,0,75,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,7205,2156,279,300,1.0,Urban,Y
Male,No,1,Graduate,No,2272,4874,65,360,0.0,Semiurban,Y
Male,Yes,3+,Graduate,No,6316,1307,99,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,5035,728,67,360,1.0,Urban,Y
Female,No,2,Graduate,No,3973,3705,148,360,0.0,Urban,N
Male,Yes,0,Graduate,No,11168,1653,357,360,0.0,Urban,Y
Male,Yes,0,Graduate,No,2610,0,185,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,5957,2573,273,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,13605,818,120,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,2996,0,157,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,3992,756,71,360,1.0,Rural,Y
Male,No,0,Graduate,No,25379,3378,140,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,6850,6513,94,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,3448,1230,134,300,1.0,Urban,Y
Female,Yes,3+,Graduate,Yes,8619,0,129,180,1.0,Semiurban,Y
Male,No,0,Graduate,No,3302,0,122,360,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,1643,4238,525,300,1.0,Rural,Y
Male,No,0,Graduate,Yes,12844,783,428,360,0.0,Semiurban,N
Male,Yes,3+,Not Graduate,No,2270,2240,347,300,0.0,Semiurban,N
Female,Yes,1,Graduate,No,27342,0,435,360,1.0,Urban,Y
Female,Yes,1,Not Graduate,No,3489,10009,347,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,21879,0,146,360,0.0,Urban,Y
Male,No,0,Not Graduate,No,1885,1268,137,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,10075,0,170,240,0.0,Urban,Y
Female,No,3+,Graduate,No,6973,3549,130,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,8834,12381,79,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,9678,3480,177,240,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,3468,34936,57,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,1966,455,161,360,1.0,Urban,Y
Male,No,0,Not Graduate,Yes,4742,492,81,360,1.0,Rural,N
Male,No,3+,Graduate,No,5745,740,141,360,0.0,Semiurban,Y
Female,Yes,1,Graduate,No,3532,2041,166,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,5968,647,120,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,6190,852,55,360,0.0,Semiurban,N
Male,Yes,2,Graduate,No,2599,3362,72,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,6480,0,195,360,1.0,Rural,Y
Male,Yes,1,Graduate,Yes,4076,582,106,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,3010,1213,207,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,8528,1333,149,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,2852,4964,131,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,3570,734,182,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,5169,879,98,480,1.0,Rural,Y
Male,Yes,1,Not Graduate,Yes,12861,0,188,360,1.0,Urban,Y
Male,No,2,Graduate,No,5624,4029,115,240,1.0,Urban,Y
Male,Yes,0,Graduate,No,7113,7545,679,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,3990,2890,75,360,0.0,Semiurban,Y
Male,Yes,1,Graduate,No,4652,2059,119,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,Yes,4749,3213,122,360,0.0,Rural,N
Female,No,2,Graduate,No,6034,0,65,360,0.0,Urban,N
Female,Yes,3+,Not Graduate,No,3995,1373,229,360,0.0,Urban,N
Female,No,0,Not Graduate,No,12556,306,114,360,1.0,Rural,Y
Male,No,0,Graduate,No,3784,0,35,240,0.0,Urban,N
Female,Yes,3+,Graduate,No,1487,0,225,480,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,33522,3932,101,300,1.0,Urban,Y
Male,No,1,Graduate,Yes,3908,0,139,120,1.0,Rural,Y
Male,Yes,1,Graduate,No,12322,0,222,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,13139,768,119,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,9524,8114,118,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,4278,3341,651,360,1.0,Rural,Y
Female,Yes,2,Not Graduate,No,6006,2285,40,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,2013,1173,68,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,19793,2689,77,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2707,714,434,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,4114,1636,100,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,5267,1013,171,360,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,4558,17439,111,360,0.0,Semiurban,N
Female,Yes,3+,Not Graduate,No,3103,7863,213,120,0.0,Urban,N
Female,Yes,2,Graduate,No,13043,5234,147,240,1.0,Urban,Y
Male,Yes,1,Graduate,No,9558,407,172,120,0.0,Rural,Y
Female,Yes,1,Graduate,Yes,6157,4290,321,360,1.0,Semiurban,Y
Female,No,0,Not Graduate,No,3715,2181,193,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,10352,0,95,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3550,2495,178,360,1.0,Rural,Y
Female,No,0,Graduate,No,14754,1795,633,360,1.0,Urban,Y
Male,No,1,Graduate,No,5312,2284,208,300,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,No,11624,297,162,360,1.0,Rural,Y
Male,Yes,3+,Graduate,Yes,4538,839,65,120,1.0,Semiurban,Y
Male,No,0,Graduate,No,5167,2626,229,360,1.0,Urban,Y
Male,Yes,3+,Graduate,Yes,11588,5649,250,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,22828,1042,179,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,14650,1735,158,360,1.0,Rural,Y
Male,No,2,Graduate,No,9081,364,812,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,7424,0,247,360,1.0,Rural,Y
Male,No,1,Not Graduate,No,3446,5506,312,300,1.0,Urban,N
Female,Yes,1,Graduate,No,6043,3470,154,360,0.0,Urban,Y
Male,No,2,Graduate,No,2593,0,137,180,1.0,Rural,Y
Male,Yes,2,Graduate,No,6393,8540,216,360,1.0,Rural,Y
Male,Yes,3+,Graduate,Yes,6687,808,137,360,1.0,Urban,Y
Male,No,1,Graduate,No,1245,725,143,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,5049,0,195,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,6570,0,109,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,4635,0,169,180,1.0,Rural,Y
Male,Yes,2,Graduate,No,6314,1062,155,180,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,1921,0,265,360,0.0,Semiurban,Y
Female,No,0,Graduate,No,2855,0,102,360,1.0,Urban,Y
Female,Yes,1,Not Graduate,No,10142,3972,44,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,4916,567,123,360,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,6234,0,188,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,3352,0,264,360,0.0,Semiurban,Y
Female,No,0,Not Graduate,No,4982,0,97,360,0.0,Rural,N
Female,Yes,0,Graduate,Yes,981,0,205,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,8885,0,293,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,17423,1402,232,360,0.0,Rural,N
Female,Yes,0,Not Graduate,No,2332,1046,92,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,2544,0,98,360,1.0,Rural,Y
Female,No,1,Graduate,No,6691,1488,192,360,1.0,Urban,Y
Female,No,1,Graduate,No,13790,1692,393,180,1.0,Urban,Y
Male,Yes,2,Not Graduate,No,4907,0,149,480,1.0,Urban,Y
Male,No,1,Graduate,No,2078,0,134,360,1.0,Rural,Y
Female,No,2,Graduate,Yes,4246,940,65,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,2389,4086,119,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3077,0,96,360,1.0,Rural,Y
Female,Yes,1,Not Graduate,No,3972,0,150,180,1.0,Rural,Y
Male,Yes,2,Not Graduate,No,2564,483,59,480,1.0,Rural,Y
Female,Yes,1,Graduate,Yes,2851,2176,121,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,5177,1935,81,360,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,5713,4760,260,360,0.0,Semiurban,N
Male,Yes,0,Not Graduate,No,1813,0,88,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,6486,0,105,300,1.0,Urban,Y
Male,Yes,2,Graduate,No,3761,2681,175,180,1.0,Rural,Y
Male,No,0,Graduate,No,8137,1680,113,360,1.0,Urban,Y
Female,Yes,2,Graduate,No,8487,0,611,180,1.0,Rural,Y
Female,Yes,0,Graduate,No,3357,594,259,180,1.0,Urban,Y
Male,Yes,0,Graduate,No,7554,172,149,240,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,2735,0,185,240,1.0,Semiurban,Y
Male,No,0,Graduate,No,12414,3548,36,360,1.0,Urban,Y
Male,No,3+,Graduate,No,2809,1592,310,480,1.0,Urban,Y
Female,Yes,0,Graduate,No,6291,5295,201,360,0.0,Urban,N
Female,No,0,Graduate,No,4309,870,142,360,1.0,Rural,Y
Female,Yes,2,Graduate,No,2411,0,208,360,0.0,Rural,N
Female,Yes,1,Graduate,No,9233,777,224,120,1.0,Urban,Y
Male,Yes,0,Graduate,No,3197,3189,115,360,1.0,Semiurban,Y
Female,No,0,Not Graduate,No,1495,0,186,360,0.0,Semiurban,N
Female,Yes,2,Graduate,No,653,839,278,360,1.0,Semiurban,Y
Female,No,3+,Graduate,No,2663,0,194,480,1.0,Urban,Y
Female,No,3+,Not Graduate,No,12876,0,127,360,0.0,Rural,N
Male,Yes,0,Graduate,Yes,11853,934,177,360,1.0,Rural,Y
Female,Yes,3+,Not Graduate,No,2971,0,340,480,1.0,Urban,N
Male,No,0,Graduate,No,3781,3313,237,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3549,908,73,480,1.0,Urban,Y
Male,Yes,2,Graduate,No,1932,0,211,180,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,2529,495,194,480,1.0,Rural,Y
Female,Yes,0,Graduate,Yes,9767,1190,298,360,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,6993,372,151,360,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,5950,12611,118,300,1.0,Rural,Y
Male,Yes,2,Graduate,No,1930,166,65,240,1.0,Rural,Y
Female,Yes,1,Graduate,No,5273,0,97,180,1.0,Urban,Y
Male,No,0,Graduate,No,979,0,306,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,8865,832,167,300,1.0,Rural,Y
Male,Yes,3+,Graduate,No,5889,0,139,180,1.0,Urban,Y
Female,Yes,2,Graduate,Yes,1916,812,322,480,1.0,Urban,Y
Female,No,0,Graduate,No,15237,8350,285,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,1397,0,95,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,7123,0,305,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,7249,0,54,360,1.0,Urban,Y
Male,No,0,Graduate,No,2063,2661,195,300,0.0,Rural,N
Female,No,0,Graduate,No,4786,1606,182,360,1.0,Rural,Y
Female,No,2,Not Graduate,No,1562,0,295,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,670,0,186,360,0.0,Urban,N
Male,Yes,1,Graduate,No,2327,956,128,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,3191,0,134,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,Yes,7715,1229,746,360,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,5152,11900,155,240,1.0,Urban,Y
Female,No,3+,Graduate,No,5247,0,212,360,1.0,Urban,Y
Male,No,3+,Graduate,No,2416,11988,44,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,Yes,3391,4191,90,360,1.0,Semiurban,Y
Female,No,1,Graduate,No,2563,0,202,480,0.0,Semiurban,N
Female,No,0,Graduate,No,2084,0,56,360,1.0,Semiurban,Y
Male,No,3+,Graduate,Yes,3243,2211,206,360,1.0,Urban,Y
Female,Yes,1,Not Graduate,No,5177,1701,96,300,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,3291,0,79,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,3918,0,95,360,0.0,Semiurban,N
Male,Yes,0,Graduate,No,7993,0,371,360,0.0,Semiurban,Y
Female,Yes,3+,Graduate,Yes,3461,0,181,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,1931,1719,85,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,7291,0,236,360,1.0,Rural,Y
Male,No,0,Graduate,No,5920,2927,244,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,6186,0,118,360,1.0,Rural,Y
Female,No,3+,Graduate,No,7616,3172,263,360,1.0,Rural,Y
Female,No,0,Graduate,No,6765,4366,271,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,5014,5012,247,360,1.0,Urban,Y
Male,No,0,Graduate,No,26213,0,99,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,1999,0,73,360,1.0,Urban,Y
Female,Yes,2,Graduate,Yes,3260,0,53,480,1.0,Rural,Y
Female,No,3+,Graduate,No,9673,877,100,360,1.0,Rural,Y
